workload_type,engine,ad_mode,M,instance_type,mean_runtime_ms,profiler_phase,profiler_decision
european_local_vol,cpu,none,100000,e2-standard-8,1177.490802999995,full,selected_old
european_local_vol,jax,reverse,50000,e2-standard-4,1198.3989342000086,full,full_grid_only
european_local_vol,jax,reverse,100000,c2d-standard-4,1206.8939870000065,full,full_grid_only
european_local_vol,jax,forward,50000,t2d-standard-4,1236.6435764000073,full,full_grid_only
european_local_vol,jax,forward,50000,t2d-standard-4,1238.2447256000007,full,full_grid_only
european_local_vol,jax,reverse,100000,t2d-standard-4,1241.3185604000034,full,full_grid_only
european_local_vol,jax,reverse,100000,e2-standard-8,1262.9221967999968,full,full_grid_only
european_local_vol,jax,reverse,100000,t2d-standard-4,1277.8376883999954,full,full_grid_only
european_local_vol,jax,reverse,50000,e2-standard-4,1356.8884759999946,full,full_grid_only
european_local_vol,jax,reverse,100000,n2d-standard-4,1368.4690730000057,full,full_grid_only
european_local_vol,jax,forward,50000,t2d-standard-4,1373.3009276000018,full,full_grid_only
european_local_vol,jax,forward,50000,c2d-standard-4,1407.1593667999991,full,full_grid_only
european_local_vol,jax,reverse,50000,e2-standard-4,1447.0608108000022,full,full_grid_only
european_local_vol,jax,forward,50000,c2d-standard-4,1475.6980486000004,full,full_grid_only
european_local_vol,jax,forward,50000,e2-standard-8,1531.3317543999915,full,full_grid_only
european_local_vol,jax,reverse,100000,n2d-standard-4,1541.5164058000016,full,full_grid_only
european_local_vol,jax,forward,50000,,1548.2109653999487,full,full_grid_only
european_local_vol,jax,reverse,100000,,1548.8681687999815,full,full_grid_only
european_local_vol,jax,forward,50000,e2-standard-8,1565.0449519999995,full,full_grid_only
european_local_vol,jax,forward,50000,n2d-standard-4,1566.670359599999,full,full_grid_only
european_local_vol,jax,reverse,100000,e2-standard-8,1609.7008296000013,full,full_grid_only
european_local_vol,jax,forward,50000,n2d-standard-4,1639.6454613999992,full,full_grid_only
european_local_vol,jax,forward,50000,e2-standard-8,1690.352564199992,full,full_grid_only
european_local_vol,cpu,none,100000,e2-standard-8,1708.9577685999927,full,selected
european_local_vol,cpu,none,100000,e2-standard-4,1735.7398942000032,full,selected_old
european_local_vol,jax,forward,50000,e2-standard-8,1785.1716432000046,full,full_grid_only
european_local_vol,cpu,none,100000,e2-standard-4,1815.8479861999979,full,selected_old
european_local_vol,cpu,none,100000,e2-standard-4,1877.700476800004,full,selected_old
european_local_vol,jax,reverse,100000,n2-standard-4,2132.482323599999,full,full_grid_only
european_local_vol,jax,reverse,100000,n2-standard-4,2177.448837799994,full,full_grid_only
european_local_vol,jax,forward,100000,t2d-standard-4,2360.5774610000026,full,full_grid_only
european_local_vol,jax,reverse,100000,e2-standard-4,2364.3716032000043,full,full_grid_only
european_local_vol,jax,forward,100000,t2d-standard-4,2373.5162437999975,full,full_grid_only
european_local_vol,jax,forward,100000,t2d-standard-4,2494.208069000001,full,full_grid_only
european_local_vol,jax,forward,50000,n2-standard-4,2542.902284200005,full,full_grid_only
european_local_vol,jax,reverse,100000,e2-standard-4,2551.121820399976,full,full_grid_only
european_local_vol,jax,forward,50000,n2-standard-4,2555.836110000001,full,full_grid_only
european_local_vol,jax,forward,100000,c2d-standard-4,2624.8455566000075,full,full_grid_only
european_local_vol,jax,forward,100000,c2d-standard-4,2657.318604200003,full,full_grid_only
european_local_vol,jax,forward,50000,e2-standard-4,2658.1508788000065,full,full_grid_only
european_local_vol,jax,forward,50000,e2-standard-4,2757.8697042000044,full,full_grid_only
european_local_vol,jax,reverse,100000,e2-standard-4,2771.921531599992,full,full_grid_only
european_local_vol,jax,forward,50000,e2-standard-4,2782.3566409999953,full,full_grid_only
european_local_vol,jax,forward,100000,e2-standard-8,2882.836296000005,full,full_grid_only
european_local_vol,jax,forward,100000,e2-standard-8,2982.0061676000023,full,full_grid_only
european_local_vol,jax,forward,100000,e2-standard-8,3127.9614132000006,full,full_grid_only
european_local_vol,jax,forward,100000,,3148.75032380005,full,full_grid_only
european_local_vol,jax,forward,100000,n2d-standard-4,3159.8762335999936,full,full_grid_only
european_local_vol,jax,forward,100000,e2-standard-8,3197.654609799997,full,full_grid_only
european_local_vol,jax,forward,100000,n2d-standard-4,3263.5268264000047,full,full_grid_only
european_local_vol,jax,forward,100000,n2-standard-4,3748.256858199994,full,full_grid_only
european_local_vol,jax,forward,100000,n2-standard-4,3758.1331764000024,full,full_grid_only
european_local_vol,jax,forward,100000,e2-standard-4,4225.315940799999,full,full_grid_only
european_local_vol,jax,forward,100000,e2-standard-4,5189.079902999987,full,full_grid_only
european_local_vol,jax,forward,100000,e2-standard-4,5192.899832200003,full,full_grid_only
european_local_vol,cpp,none,1000,,5.880650000032499,probe,
european_local_vol,rust,none,1000,,6.387469000022368,probe,
european_local_vol,jax,none,1000,,10.010629666718765,probe,
european_local_vol,jax,none,1000,t2d-standard-4,10.227450666671226,probe,
european_local_vol,jax,none,1000,n2-standard-4,12.98768600000244,probe,
european_local_vol,cpu,none,1000,n2-standard-4,13.123544999999126,probe,
european_local_vol,cpu,none,1000,t2d-standard-4,13.478523333342688,probe,
european_local_vol,jax,none,1000,e2-standard-8,14.256492999995393,probe,
european_local_vol,cpu,none,1000,,15.125995999900018,probe,
european_local_vol,cpu,none,1000,e2-standard-8,19.85026833333829,probe,
european_local_vol,jax,reverse,1000,,23.959774999942358,probe,
european_local_vol,jax,reverse,1000,t2d-standard-4,26.46544833334019,probe,
european_local_vol,jax,reverse,1000,n2-standard-4,35.81157666666002,probe,
european_local_vol,jax,reverse,1000,e2-standard-8,38.08701500001158,probe,
european_local_vol,jax,forward,1000,t2d-standard-4,43.85484633333666,probe,
european_local_vol,jax,forward,1000,,48.44876733333573,probe,
european_local_vol,jax,forward,1000,n2-standard-4,64.03898199999958,probe,
european_local_vol,jax,forward,1000,e2-standard-8,67.85246799999338,probe,
european_local_vol,rust,none,1000,e2-standard-8,2.5488553333445907,sha_round_0,
european_local_vol,rust,none,1000,e2-standard-8,2.5488553333445907,sha_round_0,
european_local_vol,cpp,none,1000,e2-standard-8,3.030814666667917,sha_round_0,
european_local_vol,cpp,none,1000,e2-standard-8,3.030814666667917,sha_round_0,
european_local_vol,rust,none,1000,c2d-standard-4,4.2860053333365995,sha_round_0,
european_local_vol,rust,none,1000,c2d-standard-4,4.2860053333365995,sha_round_0,
european_local_vol,rust,none,1000,n2d-standard-4,4.7240073333322625,sha_round_0,
european_local_vol,rust,none,1000,n2d-standard-4,4.7240073333322625,sha_round_0,
european_local_vol,cpp,none,1000,t2d-standard-4,4.724066666668136,sha_round_0,
european_local_vol,cpp,none,1000,t2d-standard-4,4.724066666668136,sha_round_0,
european_local_vol,rust,none,1000,n2-standard-4,4.96564233333648,sha_round_0,
european_local_vol,rust,none,1000,n2-standard-4,4.96564233333648,sha_round_0,
european_local_vol,rust,none,1000,t2d-standard-4,5.035981666665634,sha_round_0,
european_local_vol,rust,none,1000,t2d-standard-4,5.035981666665634,sha_round_0,
european_local_vol,cpp,none,1000,c2d-standard-4,5.376058000005439,sha_round_0,
european_local_vol,cpp,none,1000,c2d-standard-4,5.376058000005439,sha_round_0,
european_local_vol,cpp,none,1000,n2d-standard-4,5.856070333337016,sha_round_0,
european_local_vol,cpp,none,1000,n2d-standard-4,5.856070333337016,sha_round_0,
european_local_vol,cpp,none,1000,n2-standard-4,6.112308333333279,sha_round_0,
european_local_vol,cpp,none,1000,n2-standard-4,6.112308333333279,sha_round_0,
european_local_vol,rust,none,1000,e2-standard-4,6.36662933333317,sha_round_0,
european_local_vol,rust,none,1000,e2-standard-4,6.36662933333317,sha_round_0,
european_local_vol,cpp,none,1000,e2-standard-4,8.215797666660288,sha_round_0,
european_local_vol,cpp,none,1000,e2-standard-4,8.215797666660288,sha_round_0,
european_local_vol,jax,none,1000,c2d-standard-4,8.284724333336158,sha_round_0,
european_local_vol,jax,none,1000,c2d-standard-4,8.973103666666779,sha_round_0,
european_local_vol,jax,none,1000,t2d-standard-4,9.420401333339138,sha_round_0,
european_local_vol,jax,none,1000,t2d-standard-4,9.492495666663103,sha_round_0,
european_local_vol,jax,none,1000,n2d-standard-4,9.55040066666868,sha_round_0,
european_local_vol,jax,none,1000,n2d-standard-4,10.449900999996467,sha_round_0,
european_local_vol,jax,none,1000,e2-standard-8,11.100658333328775,sha_round_0,
european_local_vol,jax,none,1000,e2-standard-8,11.518891333347861,sha_round_0,
european_local_vol,cpu,none,1000,c2d-standard-4,12.104896333331302,sha_round_0,
european_local_vol,cpu,none,1000,c2d-standard-4,12.104896333331302,sha_round_0,
european_local_vol,cpu,none,1000,c2d-standard-4,12.44086400000318,sha_round_0,
european_local_vol,cpu,none,1000,c2d-standard-4,12.44086400000318,sha_round_0,
european_local_vol,jax,none,1000,e2-standard-8,12.622932000004047,sha_round_0,
european_local_vol,jax,none,1000,n2-standard-4,12.904658333331062,sha_round_0,
european_local_vol,jax,none,1000,n2-standard-4,13.02979799999567,sha_round_0,
european_local_vol,cpu,none,1000,t2d-standard-4,13.128039333333655,sha_round_0,
european_local_vol,cpu,none,1000,t2d-standard-4,13.128039333333655,sha_round_0,
european_local_vol,cpu,none,1000,n2-standard-4,13.167559999999412,sha_round_0,
european_local_vol,cpu,none,1000,n2-standard-4,13.167559999999412,sha_round_0,
european_local_vol,cpu,none,1000,n2d-standard-4,13.382855000003246,sha_round_0,
european_local_vol,cpu,none,1000,n2d-standard-4,13.382855000003246,sha_round_0,
european_local_vol,cpu,none,1000,t2d-standard-4,13.436422999996958,sha_round_0,
european_local_vol,cpu,none,1000,t2d-standard-4,13.436422999996958,sha_round_0,
european_local_vol,cpu,none,1000,n2d-standard-4,13.483675999997521,sha_round_0,
european_local_vol,cpu,none,1000,n2d-standard-4,13.483675999997521,sha_round_0,
european_local_vol,cpu,none,1000,n2-standard-4,13.678057666666632,sha_round_0,
european_local_vol,cpu,none,1000,n2-standard-4,13.678057666666632,sha_round_0,
european_local_vol,cpu,none,1000,e2-standard-8,13.789345999995817,sha_round_0,
european_local_vol,cpu,none,1000,e2-standard-8,13.789345999995817,sha_round_0,
european_local_vol,cpu,none,1000,e2-standard-8,13.871711333327616,sha_round_0,
european_local_vol,cpu,none,1000,e2-standard-8,13.871711333327616,sha_round_0,
european_local_vol,jax,none,1000,e2-standard-4,15.465179666657983,sha_round_0,
european_local_vol,cpu,none,1000,e2-standard-8,15.48808133333542,sha_round_0,
european_local_vol,cpu,none,1000,e2-standard-8,15.48808133333542,sha_round_0,
european_local_vol,jax,none,1000,e2-standard-4,15.638611333334513,sha_round_0,
european_local_vol,jax,none,1000,e2-standard-4,15.946201000000809,sha_round_0,
european_local_vol,jax,reverse,1000,c2d-standard-4,17.835844666663547,sha_round_0,
european_local_vol,jax,reverse,1000,c2d-standard-4,17.835844666663547,sha_round_0,
european_local_vol,cpu,none,1000,e2-standard-4,20.33555400001319,sha_round_0,
european_local_vol,cpu,none,1000,e2-standard-4,20.33555400001319,sha_round_0,
european_local_vol,cpu,none,1000,e2-standard-4,20.547342999994573,sha_round_0,
european_local_vol,cpu,none,1000,e2-standard-4,20.547342999994573,sha_round_0,
european_local_vol,cpu,none,1000,e2-standard-4,20.56814600000223,sha_round_0,
european_local_vol,cpu,none,1000,e2-standard-4,20.56814600000223,sha_round_0,
european_local_vol,jax,reverse,1000,c2d-standard-4,21.06767333333437,sha_round_0,
european_local_vol,jax,reverse,1000,c2d-standard-4,21.06767333333437,sha_round_0,
european_local_vol,jax,reverse,1000,t2d-standard-4,23.89992799999637,sha_round_0,
european_local_vol,jax,reverse,1000,t2d-standard-4,23.89992799999637,sha_round_0,
european_local_vol,jax,reverse,1000,n2d-standard-4,25.161147999999873,sha_round_0,
european_local_vol,jax,reverse,1000,n2d-standard-4,25.161147999999873,sha_round_0,
european_local_vol,jax,reverse,1000,t2d-standard-4,25.598566666668415,sha_round_0,
european_local_vol,jax,reverse,1000,t2d-standard-4,25.598566666668415,sha_round_0,
european_local_vol,jax,reverse,1000,n2d-standard-4,25.64375266666256,sha_round_0,
european_local_vol,jax,reverse,1000,n2d-standard-4,25.64375266666256,sha_round_0,
european_local_vol,jax,reverse,1000,e2-standard-8,27.25086333333593,sha_round_0,
european_local_vol,jax,reverse,1000,e2-standard-8,27.25086333333593,sha_round_0,
european_local_vol,jax,reverse,1000,e2-standard-8,28.615248333333437,sha_round_0,
european_local_vol,jax,reverse,1000,e2-standard-8,28.615248333333437,sha_round_0,
european_local_vol,jax,reverse,1000,e2-standard-8,28.690604333329855,sha_round_0,
european_local_vol,jax,reverse,1000,e2-standard-8,28.690604333329855,sha_round_0,
european_local_vol,jax,reverse,1000,n2-standard-4,33.091469333333144,sha_round_0,
european_local_vol,jax,reverse,1000,n2-standard-4,33.091469333333144,sha_round_0,
european_local_vol,jax,reverse,1000,n2-standard-4,35.25985399999835,sha_round_0,
european_local_vol,jax,reverse,1000,n2-standard-4,35.25985399999835,sha_round_0,
european_local_vol,jax,reverse,1000,e2-standard-4,38.17729733334355,sha_round_0,
european_local_vol,jax,reverse,1000,e2-standard-4,38.17729733334355,sha_round_0,
european_local_vol,jax,forward,1000,c2d-standard-4,38.79391700000193,sha_round_0,
european_local_vol,jax,forward,1000,c2d-standard-4,38.79391700000193,sha_round_0,
european_local_vol,jax,forward,1000,c2d-standard-4,39.522195333328604,sha_round_0,
european_local_vol,jax,forward,1000,c2d-standard-4,39.522195333328604,sha_round_0,
european_local_vol,jax,reverse,1000,e2-standard-4,40.861664000000054,sha_round_0,
european_local_vol,jax,reverse,1000,e2-standard-4,40.861664000000054,sha_round_0,
european_local_vol,jax,reverse,1000,e2-standard-4,42.68208866667086,sha_round_0,
european_local_vol,jax,reverse,1000,e2-standard-4,42.68208866667086,sha_round_0,
european_local_vol,jax,forward,1000,t2d-standard-4,42.96327799999725,sha_round_0,
european_local_vol,jax,forward,1000,t2d-standard-4,42.96327799999725,sha_round_0,
european_local_vol,jax,forward,1000,t2d-standard-4,43.37348899999919,sha_round_0,
european_local_vol,jax,forward,1000,t2d-standard-4,43.37348899999919,sha_round_0,
european_local_vol,jax,forward,1000,n2d-standard-4,43.92040433333477,sha_round_0,
european_local_vol,jax,forward,1000,n2d-standard-4,43.92040433333477,sha_round_0,
european_local_vol,jax,forward,1000,n2d-standard-4,44.878535333329715,sha_round_0,
european_local_vol,jax,forward,1000,n2d-standard-4,44.878535333329715,sha_round_0,
european_local_vol,jax,forward,1000,e2-standard-8,46.19684366666851,sha_round_0,
european_local_vol,jax,forward,1000,e2-standard-8,46.19684366666851,sha_round_0,
european_local_vol,jax,forward,1000,e2-standard-8,46.2619899999955,sha_round_0,
european_local_vol,jax,forward,1000,e2-standard-8,46.2619899999955,sha_round_0,
european_local_vol,jax,forward,1000,e2-standard-8,48.637948666666375,sha_round_0,
european_local_vol,jax,forward,1000,e2-standard-8,48.637948666666375,sha_round_0,
european_local_vol,jax,forward,1000,n2-standard-4,64.32942399998846,sha_round_0,
european_local_vol,jax,forward,1000,n2-standard-4,64.32942399998846,sha_round_0,
european_local_vol,jax,forward,1000,n2-standard-4,64.62825766666924,sha_round_0,
european_local_vol,jax,forward,1000,n2-standard-4,64.62825766666924,sha_round_0,
european_local_vol,jax,forward,1000,e2-standard-4,68.87178233333202,sha_round_0,
european_local_vol,jax,forward,1000,e2-standard-4,68.87178233333202,sha_round_0,
european_local_vol,jax,forward,1000,e2-standard-4,70.08594800000385,sha_round_0,
european_local_vol,jax,forward,1000,e2-standard-4,70.08594800000385,sha_round_0,
european_local_vol,jax,forward,1000,e2-standard-4,70.59921533333124,sha_round_0,
european_local_vol,jax,forward,1000,e2-standard-4,70.59921533333124,sha_round_0,
european_local_vol,jax,none,5000,c2d-standard-4,37.97320039999761,sha_round_1,
european_local_vol,jax,none,5000,c2d-standard-4,38.507229399996845,sha_round_1,
european_local_vol,jax,none,5000,e2-standard-8,41.84760080000274,sha_round_1,
european_local_vol,jax,none,5000,t2d-standard-4,42.183949800008236,sha_round_1,
european_local_vol,jax,none,5000,t2d-standard-4,42.367199999998206,sha_round_1,
european_local_vol,jax,none,5000,n2d-standard-4,43.17119800000455,sha_round_1,
european_local_vol,jax,none,5000,n2d-standard-4,44.43309679999459,sha_round_1,
european_local_vol,jax,none,5000,e2-standard-8,44.548120600001084,sha_round_1,
european_local_vol,jax,none,5000,e2-standard-8,45.34814320000464,sha_round_1,
european_local_vol,jax,none,5000,n2-standard-4,56.9014052,sha_round_1,
european_local_vol,jax,none,5000,n2-standard-4,57.350099399999976,sha_round_1,
european_local_vol,jax,none,5000,e2-standard-4,67.06587040000613,sha_round_1,
european_local_vol,jax,none,5000,e2-standard-4,71.6630414000008,sha_round_1,
european_local_vol,jax,none,5000,e2-standard-4,71.69582739999782,sha_round_1,
european_local_vol,jax,none,25000,t2d-standard-4,132.90860142857193,sha_round_2,
european_local_vol,jax,none,25000,c2d-standard-4,133.35369242857098,sha_round_2,
european_local_vol,jax,none,25000,c2d-standard-4,134.2748871428593,sha_round_2,
european_local_vol,jax,none,25000,e2-standard-8,135.8403082857121,sha_round_2,
european_local_vol,jax,none,25000,e2-standard-8,136.83202085713577,sha_round_2,
european_local_vol,jax,none,25000,t2d-standard-4,140.89094028571682,sha_round_2,
european_local_vol,jax,none,25000,e2-standard-8,145.68795657142783,sha_round_2,
european_local_vol,jax,none,25000,n2d-standard-4,153.12492457142721,sha_round_2,
european_local_vol,jax,none,25000,n2d-standard-4,168.56784171428427,sha_round_2,
european_local_vol,jax,none,25000,n2-standard-4,210.86686485714625,sha_round_2,
european_local_vol,jax,none,25000,n2-standard-4,215.42701300000593,sha_round_2,
european_local_vol,jax,none,25000,e2-standard-4,242.96567299999847,sha_round_2,
european_local_vol,jax,none,25000,e2-standard-4,269.87676685714183,sha_round_2,
european_local_vol,jax,none,25000,e2-standard-4,275.6466224285735,sha_round_2,
